titulo,link,item_id,preco,preco_confiavel,desconto,tipo_promocao,imagem,categoria
Chinelo Ultra Leve Piccadilly Ortopédico Nuvem Marshmallow,https://produto.mercadolivre.com.br/MLB-3506614967-chinelo-ultra-leve-piccadilly-ortopedico-nuvem-marshmallow-_JM?searchVariation=187479813033#polycard_client=offers&deal_print_id=d785cd26-ab4d-4b62-aaf4-11c162644d07&tracking_id=3614162e-f1eb-444c-87f9-e449f3f0cb88,MLB83357220054,56.99,sim,27,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_736468-MLB83357220054_042025-AB-chinelo-ultra-leve-piccadilly-ortopedico-nuvem-marshmallow.webp,ofertas
Termogenico Thermocaps 200mg 60caps Ftw - Diabo Verde Sem Sabor,https://www.mercadolivre.com.br/termogenico-thermocaps-200mg-60caps-ftw-diabo-verde/p/MLB12465919?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=d785cd26-ab4d-4b62-aaf4-11c162644d07&tracking_id=3614162e-f1eb-444c-87f9-e449f3f0cb88&wid=MLB5159053928&sid=offers,MLB12465919,32.57,sim,52,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_672628-MLA99507477192_112025-AB.webp,ofertas
"Cortina Blackout Blecaute 2,20x130 Sala Cozinha Quarto Voil",https://produto.mercadolivre.com.br/MLB-1187274464-cortina-blackout-blecaute-220x130-sala-cozinha-quarto-voil-_JM?searchVariation=174760952029#polycard_client=offers&deal_print_id=d785cd26-ab4d-4b62-aaf4-11c162644d07&tracking_id=3614162e-f1eb-444c-87f9-e449f3f0cb88,MLB86088934078,59.21,sim,13,oferta_do_dia,https://http2.mlstatic.com/D_Q_NP_2X_739803-MLB85922828873_062025-AB-cortina-blackout-blecaute-220x130-sala-cozinha-quarto-voil.webp,ofertas
Lavitan Vitamina Para Cabelos E Unhas Com 60 Cápsulas / Kit Com 3 Unidades De 60cps Sem Sabor,https://www.mercadolivre.com.br/lavitan-vitamina-para-cabelos-e-unhas-com-60-capsulas-kit-com-3-unidades-de-60cps/p/MLB29723565?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=d785cd26-ab4d-4b62-aaf4-11c162644d07&tracking_id=3614162e-f1eb-444c-87f9-e449f3f0cb88&wid=MLB5475628362&sid=offers,MLB29723565,34.99,sim,49,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_780478-MLA100104346105_122025-AB.webp,ofertas
Kit Jogo De Ferramentas Completo C/ Soquetes E Chaves Tbt12940k The Black Tools Preto,https://www.mercadolivre.com.br/kit-jogo-de-ferramentas-completo-c-soquetes-e-chaves-tbt12940k-the-black-tools/p/MLB28859007?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=d785cd26-ab4d-4b62-aaf4-11c162644d07&tracking_id=3614162e-f1eb-444c-87f9-e449f3f0cb88&wid=MLB4674055682&sid=offers,MLB28859007,132.05,sim,51,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_960101-MLA99504215182_112025-AB.webp,ofertas
Desobstruidora De Alta Pressão Profissional Wap Wl 4500 Ultra 2200w 2000psi 500l/h Motor Indução 220v Cinza 60 Hz,https://www.mercadolivre.com.br/desobstruidora-de-alta-presso-profissional-wap-wl-4500-ultra-2200w-2000psi-500lh-motor-induco-220v/p/MLB62042884?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=d785cd26-ab4d-4b62-aaf4-11c162644d07&tracking_id=3614162e-f1eb-444c-87f9-e449f3f0cb88&wid=MLB4398275381&sid=offers,MLB62042884,1359.2,sim,55,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_664354-MLA108315302310_032026-AB.webp,ofertas
Kit 5 Cuecas Masculinas Dry Fit Lisas Variadas Microfibra,https://produto.mercadolivre.com.br/MLB-6226342080-kit-5-cuecas-masculinas-dry-fit-lisas-variadas-microfibra-_JM?searchVariation=190208625014#polycard_client=offers&deal_print_id=d785cd26-ab4d-4b62-aaf4-11c162644d07&tracking_id=3614162e-f1eb-444c-87f9-e449f3f0cb88,MLB109195889583,53.63,sim,41,oferta_do_dia,https://http2.mlstatic.com/D_Q_NP_2X_935161-MLB109195889583_032026-AB-kit-5-cuecas-masculinas-dry-fit-lisas-variadas-microfibra.webp,ofertas
"Baú Ativoauto De Alumínio 65l Para Moto, Preto, Com Encosto E Base Universal",https://www.mercadolivre.com.br/bau-ativoauto-de-aluminio-65l-para-moto-preto-com-encosto-e-base-universal/p/MLB63648098?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=d785cd26-ab4d-4b62-aaf4-11c162644d07&tracking_id=3614162e-f1eb-444c-87f9-e449f3f0cb88&wid=MLB4571992893&sid=offers,MLB63648098,660.0,sim,67,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_976573-MLA102988435785_122025-AB.webp,ofertas
Tenis Branco Feminino Esportivo Vili Olimp Academia Treino,https://produto.mercadolivre.com.br/MLB-3513198955-tenis-branco-feminino-esportivo-vili-olimp-academia-treino-_JM?searchVariation=180687959703#polycard_client=offers&deal_print_id=d785cd26-ab4d-4b62-aaf4-11c162644d07&tracking_id=3614162e-f1eb-444c-87f9-e449f3f0cb88,MLB105511107400,85.4,sim,48,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_603676-MLB106109346865_012026-AB-tenis-branco-feminino-esportivo-vili-olimp-academia-treino.webp,ofertas
Cafe Capsula Café Torrado Capsulas Compatíveis Nespresso Capsula De Café Italle 50 Unidades,https://www.mercadolivre.com.br/cafe-capsula-cafe-torrado-capsulas-compativeis-nespresso-capsula-de-cafe-italle-50-unidades/p/MLB21862682?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=d785cd26-ab4d-4b62-aaf4-11c162644d07&tracking_id=3614162e-f1eb-444c-87f9-e449f3f0cb88&wid=MLB3237381668&sid=offers,MLB21862682,60.0,sim,33,oferta_do_dia,https://http2.mlstatic.com/D_Q_NP_2X_990135-MLA99416731074_112025-AB.webp,ofertas
Tênis Lacoste T-base Lancamento,https://produto.mercadolivre.com.br/MLB-2147554247-tnis-lacoste-t-base-lancamento-_JM?searchVariation=190076590401#polycard_client=offers&deal_print_id=8c3d5589-6f49-4b8a-a799-b9cf8a301cd8&tracking_id=ab70bcc3-2ec2-4665-becb-305094fa33e5,MLB93205744763,219.99,sim,55,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_809180-MLB90915288241_082025-AB-tnis-lacoste-t-base-lancamento.webp,ofertas
Banqueta Império Brazil Business Slim Cor Preto X 2 Unidades 114cm De Altura,https://www.mercadolivre.com.br/banqueta-imperio-brazil-business-slim-cor-preto-x-2-unidades-114cm-de-altura/p/MLB28118778?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=b48aeea1-ca66-46d4-9473-b2d61e5d3f61&tracking_id=d4566d2a-488e-48a4-a215-08ec5547c278&wid=MLB4278036358&sid=offers,MLB28118778,417.12,sim,45,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_904317-MLA96417365316_102025-AB.webp,ofertas
Maquina Inversora De Solda Mig Sem Gás 130a 3 Em 1 Tig Lift Com Acessórios Amarelo The Black Tools 220v,https://www.mercadolivre.com.br/maquina-inversora-de-solda-mig-sem-gas-130a-3-em-1-tig-lift-com-acessorios-amarelo-the-black-tools/p/MLB63419803?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=76db0634-d2bb-4548-8f2e-10a4fba6e096&tracking_id=604ffff4-4fc1-496c-bbd7-ccff94f3bb59&wid=MLB4379720959&sid=offers,MLB63419803,505.91,sim,42,oferta_do_dia,https://http2.mlstatic.com/D_Q_NP_2X_757497-MLA102161920445_122025-AB.webp,ofertas
Kit 10 Refletor Led Slim Externo 200w 6500k Branco Frio Ip66 110v/220v Bivolt Preto Cod: Alut000702-10 Alut By Avant 127/220v Branco Frio 6500k,https://www.mercadolivre.com.br/kit-10-refletor-led-slim-externo-200w-6500k-branco-frio-ip66-110v220v-bivolt-preto-cod-alut000702-10-alut-by-avant/p/MLB50997160?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=76db0634-d2bb-4548-8f2e-10a4fba6e096&tracking_id=604ffff4-4fc1-496c-bbd7-ccff94f3bb59&wid=MLB4087426249&sid=offers,MLB50997160,590.9,sim,65,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_725535-MLA112214741288_062026-AB.webp,ofertas
Vigomot Auxiliar Partida Bateria Portátil Carro Moto Para Emergências Start Potente 1000a,https://www.mercadolivre.com.br/vigomot-auxiliar-partida-bateria-portatil-carro-moto-para-emergncias-start-potente-1000a/p/MLB54252474?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=76db0634-d2bb-4548-8f2e-10a4fba6e096&tracking_id=604ffff4-4fc1-496c-bbd7-ccff94f3bb59&wid=MLB4270645047&sid=offers,MLB54252474,189.0,sim,32,oferta_do_dia,https://http2.mlstatic.com/D_Q_NP_2X_738349-MLA99824023267_112025-AB.webp,ofertas
"Cortina 3,00x2,80 Metros Blackout Blecaute Palha Corta Luz Em Tecido Grosso Para Quarto E Sala Casa Laura Enxovais",https://www.mercadolivre.com.br/cortina-300x280-metros-blackout-blecaute-palha-corta-luz-em-tecido-grosso-para-quarto-e-sala-casa-laura-enxovais/p/MLB29614932?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=76db0634-d2bb-4548-8f2e-10a4fba6e096&tracking_id=604ffff4-4fc1-496c-bbd7-ccff94f3bb59&wid=MLB5288471998&sid=offers,MLB29614932,73.62,sim,45,oferta_do_dia,https://http2.mlstatic.com/D_Q_NP_2X_750197-MLA99506070940_112025-AB.webp,ofertas
Roupão Masculino Pollo Hobby Plush Flannel Para Frio Inverno,https://produto.mercadolivre.com.br/MLB-3680317494-roupo-masculino-pollo-hobby-plush-flannel-para-frio-inverno-_JM?searchVariation=178431750561#polycard_client=offers&deal_print_id=de8820f5-953f-4396-9751-9574e01a942c&tracking_id=abe1fe6a-4487-4e4d-a033-dfe78d45089a,MLB111112711213,106.43,sim,29,oferta_do_dia,https://http2.mlstatic.com/D_Q_NP_2X_726054-MLB111112711213_052026-AB-roupo-masculino-pollo-hobby-plush-flannel-para-frio-inverno.webp,ofertas
Caminha Redonda Pet Sherpa Cama Para Cães Gatos Macia Quente,https://produto.mercadolivre.com.br/MLB-4012783667-caminha-redonda-pet-sherpa-cama-para-ces-gatos-macia-quente-_JM?searchVariation=188623630803#polycard_client=offers&deal_print_id=de8820f5-953f-4396-9751-9574e01a942c&tracking_id=abe1fe6a-4487-4e4d-a033-dfe78d45089a,MLB111287768550,30.99,sim,37,oferta_do_dia,https://http2.mlstatic.com/D_Q_NP_2X_976979-MLB91426990432_092025-AB-caminha-redonda-pet-sherpa-cama-para-ces-gatos-macia-quente.webp,ofertas
Riscadeira Pisos Profissional Cortador Manual Porcelanato Azulejo 120 Cm Guia Laser 18 Rolamentos Ttc240 The Black Tools,https://www.mercadolivre.com.br/riscadeira-pisos-profissional-cortador-manual-porcelanato-azulejo-120-cm-guia-laser-18-rolamentos-ttc240-the-black-tools/p/MLB63550920?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=de8820f5-953f-4396-9751-9574e01a942c&tracking_id=abe1fe6a-4487-4e4d-a033-dfe78d45089a&wid=MLB6972451186&sid=offers,MLB63550920,759.9,sim,46,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_857163-MLA102502546834_122025-AB.webp,ofertas
"4 Conjunto Catraca Amarração Cinta Preta 4,6 Metros 800kg",https://produto.mercadolivre.com.br/MLB-4498065510-4-conjunto-catraca-amarraco-cinta-preta-46-metros-800kg-_JM?searchVariation=181979747399#polycard_client=offers&deal_print_id=de8820f5-953f-4396-9751-9574e01a942c&tracking_id=abe1fe6a-4487-4e4d-a033-dfe78d45089a,MLB83623356128,65.76,sim,16,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_993915-MLB100361444451_122025-AB-4-conjunto-catraca-amarraco-cinta-preta-46-metros-800kg.webp,ofertas
Tapete Higiênico 80x60 30un Pata Limpa Descartável Cachorro Pet Cão Fralda Manta Absorvente Branco,https://www.mercadolivre.com.br/tapete-higinico-80x60-30un-pata-limpa-descartavel-cachorro-pet-co-fralda-manta-absorvente/p/MLB60204100?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=de8820f5-953f-4396-9751-9574e01a942c&tracking_id=abe1fe6a-4487-4e4d-a033-dfe78d45089a&wid=MLB4256267921&sid=offers,MLB60204100,56.9,sim,43,oferta_relampago,https://http2.mlstatic.com/D_Q_NP_2X_841319-MLA99961598527_112025-AB.webp,ofertas
Jogo Kit De Soquetes Ferramentas Manuais Chave Catraca Reversível 1/2 Pol 8 A 32mm Cor Amarelo Bcs022 The Black Tools,https://www.mercadolivre.com.br/jogo-kit-de-soquetes-ferramentas-manuais-chave-catraca-reversivel-12-pol-8-a-32mm-cor-amarelo-bcs022-the-black-tools/p/MLB31768611?pdp_filters=deal%3AMLB779362-1#polycard_client=offers&deal_print_id=de8820f5-953f-4396-9751-9574e01a942c&tracking_id=abe1fe6a-4487-4e4d-a033-dfe78d45089a&wid=MLB3774232381&sid=offers,MLB31768611,138.9,sim,50,oferta_do_dia,https://http2.mlstatic.com/D_Q_NP_2X_952152-MLA100025553375_122025-AB.webp,ofertas
